given address,elys address,commitment,acount_type,bank
stars107ydzwkcl7c7ch7lu9u85hdn7tlhnva8n4208c,elys107ydzwkcl7c7ch7lu9u85hdn7tlhnva88fy4pt,20.53,,0
stars107zrw866p8uhk26ujuvlaj6m7elk6dq3g987rd,elys107zrw866p8uhk26ujuvlaj6m7elk6dq3uefy97,20.53,,0
stars10820ec3tt8z5rz0l8xp7w2e074z7wvjms0sh7a,elys10820ec3tt8z5rz0l8xp7w2e074z7wvjmyn7dcw,20.53,,0
stars1084cn9v7uusv98edn9fezjw5wdgkszcrq2pye5,elys1084cn9v7uusv98edn9fezjw5wdgkszcr5k07l8,20.53,,0
stars1084v8z57gnwa875zpp5lxvktg4hxmegp222fxk,elys1084v8z57gnwa875zpp5lxvktg4hxmegp7kynq9,137.48,,0
stars1085dnmd0vn9jqlh6cfr4kk9j08yjq44f8clg6q,elys1085dnmd0vn9jqlh6cfr4kk9j08yjq44fny3jun,20.53,,0
stars1086txyshv3nqdpzut4lwkq2n8y7agacyenalns,elys1086txyshv3nqdpzut4lwkq2n8y7agacyd0n94r,137.48,,0
stars10874cd2jecps9n0z6ycrk7avh46vpmm3w79f70,elys10874cd2jecps9n0z6ycrk7avh46vpmm36ztncu,280.7,,0
stars10888nvcsfzw0y7r9k9vl9q79ycldsyhh77qqgg,elys10888nvcsfzw0y7r9k9vl9q79ycldsyhh2zw6wm,20.53,,0
stars1088cyhamer54e275eugwl4na59hcct2624s2sx,elys1088cyhamer54e275eugwl4na59hcct267f7sk4,137.48,,0
stars1088ln8nczx06lq7rzvhudzalwfjasu75rfs04v,elys1088ln8nczx06lq7rzvhudzalwfjasu75h474nl,20.53,,0
stars108cwmvxf42d78vtdu5hzwywg0dg0s8s63azt3l,elys108cwmvxf42d78vtdu5hzwywg0dg0s8s69pv3hv,20.53,,0
stars108es0gxxf4m3wa7w6lshm2cfpme7040jz0ykcs,elys108es0gxxf4m3wa7w6lshm2cfpme7040jkn2v7r,20.53,,0
stars108fjldx2ns7luqhqg3c7re7qjrq7y8d9zpn9x7,elys108fjldx2ns7luqhqg3c7re7qjrq7y8d9kaalqd,137.48,,0
stars108j5umf73a6g8wwgdc6x7d0ups0slyauykmknt,elys108j5umf73a6g8wwgdc6x7d0ups0slyaus24v4c,301.23,,0
stars108m33dq2smvec55lfelz73cgq242k3ttnyu4lm,elys108m33dq2smvec55lfelz73cgq242k3tt8cj0eg,39.85,,0
stars108sh0g5n9mz9vfrjhgenc5r7r3atpr85zp46as,elys108sh0g5n9mz9vfrjhgenc5r7r3atpr85kamqmr,20.53,,0
stars108sh9gqsl0kqgw4cplwr8r2wxqm0zhvrmpap9y,elys108sh9gqsl0kqgw4cplwr8r2wxqm0zhvr0anmrh,20.53,,0
stars108t5e22lxr7z7pgdc7qaqmap5en4xfsrfm0kuf,elys108t5e22lxr7z7pgdc7qaqmap5en4xfsra8pv66,418.18,,0
stars108tqpjekmndthtzxfedfv5058srx65axq2l7j4,elys108tqpjekmndthtzxfedfv5058srx65ax5k3y5x,39.85,,0
stars108wwrhxsm0tzl65wgm7k9mxxpdr8yecdtxst6g,elys108wwrhxsm0tzl65wgm7k9mxxpdr8yecdl673um,20.53,,0
stars108wxsggfpmhncl5spumnv5ecl8zukzqcldw4cv,elys108wxsggfpmhncl5spumnv5ecl8zukzqct3q07l,137.48,,0
stars108x0tt8a90ys3ygeagr5gexdsr7l0pyuxzp6vm,elys108x0tt8a90ys3ygeagr5gexdsr7l0pyuj70q2g,20.53,,0
stars108xej3erhwzneda79ayhkv39g4vfxn5mrkg990,elys108xej3erhwzneda79ayhkv39g4vfxn5mh2xlru,92.69,,0
stars108xwuxej9vedswmpcv89t2x95g9llwerh4j25l,elys108xwuxej9vedswmpcv89t2x95g9llwerrfusjv,137.48,,0
stars108yu3qndswq7ysrxpz3uxt8sv0k4q94upj8p40,elys108yu3qndswq7ysrxpz3uxt8sv0k4q94u4wfmnu,20.53,,0
stars10935e29j9kcdjgt5vg4kf80z6lkchwx492nhhs,elys10935e29j9kcdjgt5vg4kf80z6lkchwx43kad3r,474.33,,0
stars1094lqpvndtskgh5xk9erdpgn8r0wxcwqa2fjeg,elys1094lqpvndtskgh5xk9erdpgn8r0wxcwqfk8glm,81.33,,0
stars1095g8zc2gcswpnuxqnylspjgq8kxmfdknw8gvq,elys1095g8zc2gcswpnuxqnylspjgq8kxmfdk8jfj2n,137.48,,0
