given address,elys address,commitment,acount_type,bank
cosmos1zpt5fvsqqkdnfenj7g4vdcq7egsfx8sy7pt0l6,elys1zpt5fvsqqkdnfenj7g4vdcq7egsfx8sy7pjgjc,17.61,,0
cosmos1mve23tj4jruug0elyw0pj34fdzcc309p8mwqef,elys1mve23tj4jruug0elyw0pj34fdzcc309p8mh85t,17.61,,0
cosmos1p5m02sudf2hpcvmn7c0g7s73a05ymkcllvas9u,elys1p5m02sudf2hpcvmn7c0g7s73a05ymkcllvyhg7,17.61,,0
cosmos1s5kmk9dncr7raga0jmye8kpnv4trdhqa6qamq9,elys1s5kmk9dncr7raga0jmye8kpnv4trdhqa6qyud8,17.61,,0
cosmos13x39jslsvmkc7dujtmm49h6rxu2gfv5k532qua,elys13x39jslsvmkc7dujtmm49h6rxu2gfv5k53n83l,17.61,,0
cosmos1euscdxeu9yxp9y8j6knx4twh06cjasn5wjlw4l,elys1euscdxeu9yxp9y8j6knx4twh06cjasn5wjxfca,17.61,,0
cosmos196f0fqw5895hg0sml04gw25vrvxp9u3ey0fmph,elys196f0fqw5895hg0sml04gw25vrvxp9u3ey0suv4,17.61,,0
cosmos1pjufxjljq9dv679rwjkuhh2anllslav745xnhm,elys1pjufxjljq9dv679rwjkuhh2anllslav745l56e,17.61,,0
cosmos13623qv2dk7qervrqx4kc72sn94e3czshf9syy7,elys13623qv2dk7qervrqx4kc72sn94e3czshf9frfu,17.61,,0
cosmos1l28d225yph5p8fu3rkne5mn03etl94emxcn8nr,elys1l28d225yph5p8fu3rkne5mn03etl94emxc2q7p,17.61,,0
cosmos1kt38juryr0n62t8z2p4s22hc6ueaz5t8aaflwf,elys1kt38juryr0n62t8z2p4s22hc6ueaz5t8aascrt,17.61,,0
cosmos156ftfec4t7yl7x56a5fdy3e7k5vfkl65e8vegc,elys156ftfec4t7yl7x56a5fdy3e7k5vfkl65e84796,17.61,,0
cosmos1dgwjezucwmg4aau07vj88wr446chjf4cc4efvu,elys1dgwjezucwmg4aau07vj88wr446chjf4cc4qwp7,17.61,,0
cosmos1gpfxmwdznkyp4nvvzhmcqrkf8h9sldaac022ly,elys1gpfxmwdznkyp4nvvzhmcqrkf8h9sldaac0ndjx,17.61,,0
cosmos12e7zkgq2x5ftk34vkae4x74yjtjs6mlzdx2954,elys12e7zkgq2x5ftk34vkae4x74yjtjs6mlzdxnzeh,17.61,,0
cosmos1qa9vmt08c6v803a2kmh0aaeyjtc87cegvkaf5f,elys1qa9vmt08c6v803a2kmh0aaeyjtc87cegvkywet,17.61,,0
cosmos1unj5p894q6z96ur5f5skhlg9qmrzq77eqwzvrq,elys1unj5p894q6z96ur5f5skhlg9qmrzq77eqwmtwz,17.61,,0
cosmos18xn003e0egkyxldc9uhwqvxkjlc8c694r5x769,elys18xn003e0egkyxldc9uhwqvxkjlc8c694r5leh8,17.61,,0
cosmos1qxa98uy63j8wstwxqm7nmsmglvnpn7quqjsmd4,elys1qxa98uy63j8wstwxqm7nmsmglvnpn7quqjfuqh,17.61,,0
cosmos1u20w57xtfzm8yr9we99dcjax8pp0keytut4lva,elys1u20w57xtfzm8yr9we99dcjax8pp0keytutvcpl,17.61,,0
cosmos19v9545qn5fmrzjghnjj4tchvqm5xfq26f9xd4z,elys19v9545qn5fmrzjghnjj4tchvqm5xfq26f9l2cq,17.61,,0
cosmos1pnvxl70sqjaj5k296s27hm7nleakakta5xcgep,elys1pnvxl70sqjaj5k296s27hm7nleakakta5xp05r,17.61,,0
cosmos10ceyhskljfxxvfetvxj263a6k09vj2d8hlx4tj,elys10ceyhskljfxxvfetvxj263a6k09vj2d8hlljxs,17.61,,0
cosmos1gls52rc0u86fry83rvhspfgr4lnpmx3jawv5k0,elys1gls52rc0u86fry83rvhspfgr4lnpmx3jaw4nmd,17.61,,0
cosmos1sgq48vyjtsw2qck3pdm433plzcjlmkv44upnyg,elys1sgq48vyjtsw2qck3pdm433plzcjlmkv44uc5f2,17.61,,0
cosmos1l032leueke2uy788nvz92etrjmx56kmsm8k5xf,elys1l032leueke2uy788nvz92etrjmx56kmsm80ntt,17.61,,0
cosmos1x8ne7smmf6kru3pe9hak6ylrrk85hr006yhccn,elys1x8ne7smmf6kru3pe9hak6ylrrk85hr006ywl43,17.61,,0
cosmos1297ahkr59acwrjlkdtucq7m85405exv5qj06af,elys1297ahkr59acwrjlkdtucq7m85405exv5qjkast,17.61,,0
cosmos14pp7zld7t6nyj27zv2fqx72nh4q274ssaq5tvk,elys14pp7zld7t6nyj27zv2fqx72nh4q274ssaqdvp5,17.61,,0
cosmos1vwndzv3c0ug23mjl7jvelkzvn4kx0uwh597mfa,elys1vwndzv3c0ug23mjl7jvelkzvn4kx0uwh598uyl,17.61,,0
cosmos1hsfn82gdl9gwjn43kg4ez2heqfhn4kzpw6y7cq,elys1hsfn82gdl9gwjn43kg4ez2heqfhn4kzpw6ae4z,17.61,,0
cosmos1adx0kpsjp5hufa5mu4rujvs8s9zmyqgshjr897,elys1adx0kpsjp5hufa5mu4rujvs8s9zmyqgshj6qgu,17.61,,0
cosmos1s09rexj2sp76dx9nt285dndmsqqrj9cglpnwrc,elys1s09rexj2sp76dx9nt285dndmsqqrj9cglp2fw6,17.61,,0
cosmos1aqu2x69se6yu4qpq0x7zew6vgk8w6fpqv0agtu,elys1aqu2x69se6yu4qpq0x7zew6vgk8w6fpqv0y0x7,17.61,,0
cosmos1at28pjsufef8wqwsvx7e696frw9qk3yk6ndph7,elys1at28pjsufef8wqwsvx7e696frw9qk3yk6n5x6u,17.61,,0
